time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,MidLine,ImpulseMACD,ImpulseHisto,ImpulseMACDCDSignal,RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label
1538069400,6.6685,6.685,6.6665,6.6705,6.6685,6.685,6.6665,6.6705,6.68814127141084,6.958109125576057,6.418173417245623,7.2280769797412745,6.148205563080406,7.498044833906492,5.878237708915189,0,0,0,0,47.65635266775954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538073000,6.671,6.684,6.66675,6.6725,6.671,6.684,6.66675,6.6725,6.688124801991735,6.957931046253951,6.41831855772952,7.227737290516167,6.148512313467304,7.497543534778383,5.878706069205088,0,0,0,0,48.13754739277396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538076600,6.67375,6.6945,6.67125,6.68675,6.67375,6.6945,6.67125,6.68675,6.688113760492057,6.957543500978552,6.418684020005562,7.226973241465047,6.1492542795190674,7.496402981951542,5.8798245390325725,0,0,0,0,51.554800722643044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538141400,6.80925,6.945,6.79025,6.94125,6.80925,6.945,6.79025,6.94125,6.691620752430312,6.960038478918656,6.423203025941969,7.228456205406999,6.154785299453625,7.496873931895343,5.886367572965281,0,0.018716454779117875,0.012477636519411917,0.006238818259705958,78.63315125051044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538145000,6.9445,6.99925,6.9445,6.96875,6.9445,6.99925,6.9445,6.96875,6.6937732747081204,6.962267253260398,6.425279296155843,7.230761231812676,6.156785317603565,7.499255210364954,5.888291339051287,0,0.060182694156088345,0.03388297784435294,0.026299716311735406,79.9380426042463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538148600,6.971,6.99675,6.921,6.98925,6.971,6.99675,6.921,6.98925,6.695303720544028,6.96383124315234,6.426776197935716,7.232358765760652,6.158248675327404,7.500886288368964,5.889721152719092,0,0.09055812277698205,0.03407236553958596,0.05648575723739609,80.87566108704178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538152200,6.989,7.045,6.9875,7.0385,6.989,7.045,6.9875,7.0385,6.697605051808536,6.966588404753284,6.428621698863789,7.235571757698032,6.159638345919041,7.504555110642779,5.8906549929742935,0,0.12242528472699643,0.031369917506974154,0.09105536722002228,82.93867717050242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538155800,7.0375,7.04625,6.98975,6.998,7.0375,7.04625,6.98975,6.998,6.69937259036877,6.968623062799305,6.430122117938235,7.2378735352298404,6.1608716455077,7.507124007660376,5.891621173077165,0,0.14175582768057904,0.023509415952393198,0.11824641172818584,75.70629074516421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538159400,6.9965,7.005,6.978,7.00125,6.9965,7.005,6.978,7.00125,6.700634544314502,6.969999074245959,6.431270014383045,7.2393636041774165,6.161905484451587,7.508728134108874,5.89254095452013,0,0.15298832601462653,0.013931846540559206,0.13905647947406732,75.88799739492453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538163000,7.00125,7.03725,6.98725,7.028,7.00125,7.03725,6.98725,7.028,6.7031590474802325,6.972923264607897,6.433394830352568,7.242687481735562,6.163630613224903,7.512451698863226,5.893866396097239,0,0.1626847501201265,0.01020844884834915,0.15247630127177736,77.38718741847693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538400600,7.104,7.22675,7.06775,7.20525,7.104,7.22675,7.06775,7.20525,6.7091608223246855,6.982246166666353,6.436075477983018,7.25533151100802,6.162990133641351,7.528416855349687,5.889904789299684,0,0.19116319817779726,0.022217773406947167,0.1689454247708501,84.33669404845415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538404200,7.205,7.233625,7.1645,7.22975,7.205,7.233625,7.1645,7.22975,6.7121583331706685,6.987147064662732,6.437169601678605,7.262135796154796,6.162180870186541,7.53712452764686,5.887192138694477,0,0.2197574366396946,0.02855564166048849,0.1912017949792061,85.02189926602179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538407800,7.231,7.2735,7.216,7.2435,7.231,7.2735,7.216,7.2435,6.71589786111649,6.993501062981546,6.438294659251434,7.271104264846603,6.160691457386378,7.548707466711659,5.883088255521321,0,0.244218876377035,0.025839039312192696,0.2183798370648423,85.40771664090461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538411400,7.24375,7.29525,7.2435,7.2875,7.24375,7.29525,7.2435,7.2875,6.7200705221312065,7.000794765365759,6.439346278896654,7.281519008600312,6.158622035662101,7.562243251834865,5.877897792427548,0,0.2654140161794585,0.02228390644739578,0.2431301097320627,86.59744369329123,NaN,NaN,NaN,NaN,86.59744369329123,NaN,86.59744369329123,NaN
1538415000,7.287,7.30075,7.242,7.25725,7.287,7.30075,7.242,7.25725,6.722503122962681,7.0049550844113675,6.440051161513994,7.287407045860054,6.157599200065307,7.569859007308741,5.87514723861662,0,0.2751678198590035,0.013567582387171206,0.2616002374718323,81.66762021518187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538418600,7.2565,7.27025,7.22,7.22525,7.2565,7.27025,7.22,7.22525,6.7250452778557825,7.009107498657384,6.440983057054181,7.2931697194589855,6.15692083625258,7.577231940260587,5.872858615450978,0,0.2735556878119487,0.002176513195145169,0.27137917461680355,76.69373812644781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538422200,7.2245,7.261,7.19825,7.2345,7.2245,7.261,7.19825,7.2345,6.728179194350778,7.014130880088457,6.442227508613099,7.300082565826136,6.15627582287542,7.586034251563815,5.870324137137741,0,0.26694842668081886,-0.004942218103104856,0.2718906447839237,77.12738659058596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538487000,7.20325,7.3165,7.1745,7.31,7.20325,7.3165,7.1745,7.31,6.732530352566949,7.021379139419385,6.443681565714512,7.310227926271821,6.154832778862076,7.599076713124258,5.86598399200964,0,0.26270013123150626,-0.005034617343251668,0.26773474857475793,80.3424178008827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538490600,7.30925,7.31875,7.2285,7.24025,7.30925,7.31875,7.2285,7.24025,6.73456859403872,7.024721641711568,6.444415546365872,7.314874689384416,6.154262498693024,7.605027737057264,5.864109451020176,0,0.2538711732382417,-0.00730207047861392,0.26117324371685563,70.48530093477916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538494200,7.2385,7.26625,7.22975,7.25225,7.2385,7.26625,7.22975,7.25225,6.735480605539689,7.026183844382896,6.444777366696483,7.316887083226102,6.154074127853277,7.607590322069308,5.863370889010071,0,0.2433364196347947,-0.009966155066719551,0.25330257470151424,71.1413003971748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538497800,7.2515,7.2635,7.22125,7.22825,7.2515,7.2635,7.22125,7.22825,6.736076968773899,7.02712188992248,6.445032047625318,7.318166811071061,6.153987126476737,7.6092117322196415,5.862942205328157,0,0.22890580087422485,-0.013131997041528898,0.24203779791575375,67.8912249151641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538501400,7.23525,7.2425,7.1645,7.198,7.23525,7.2425,7.1645,7.198,6.7369587908275355,7.028431776410319,6.445485805244752,7.319904761993102,6.154012819661969,7.611377747575885,5.862539834079186,0,0.20684330418956343,-0.019518537376630896,0.22636184156619432,63.92703003034226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538505000,7.192,7.19325,7.14075,7.156,7.192,7.19325,7.14075,7.156,6.738211282169606,7.03016915597619,6.446253408363021,7.3221270297827745,6.154295534556437,7.614084903589359,5.862337660749852,0,0.1804759579681674,-0.024932396375817817,0.20540835434398522,58.79390053516565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538508600,7.1565,7.167,7.146,7.16375,7.1565,7.167,7.146,7.16375,6.739626423607342,7.032108956965099,6.447143890249586,7.324591490322856,6.154661356891829,7.617074023680613,5.862178823534072,0,0.1581029022635443,-0.02370448587688076,0.18180738814042505,59.44107478035121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538573400,7.23325,7.237,7.0635,7.114,7.23325,7.237,7.0635,7.114,6.742696556137039,7.036126579962946,6.449266532311132,7.329556603788854,6.1558365084852245,7.622986627614761,5.862406484659317,0,0.12844680465597946,-0.02722841697325093,0.1556752216292304,53.61928156143095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538577000,7.122,7.15075,7.09425,7.135,7.122,7.15075,7.09425,7.135,6.7434878060521335,7.037132046276199,6.449843565828068,7.330776286500264,6.156199325604003,7.624420526724329,5.862555085379938,0,0.10594630861314247,-0.024885696564412946,0.13083200517755542,55.59625404533969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538580600,7.14525,7.20275,7.1255,7.18575,7.14525,7.20275,7.1255,7.18575,6.745358456779745,7.039716714117539,6.4510001994419515,7.334074971455332,6.156641942104158,7.628433228793126,5.862283684766364,0,0.09428619616053346,-0.015273573649351668,0.10955976980988513,60.030256687436776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538584200,7.182,7.2275,7.175,7.22125,7.182,7.2275,7.175,7.22125,6.746008542781959,7.040669855181286,6.451347230382631,7.335331167580613,6.156685917983304,7.629992479979941,5.862024605583977,0,0.09096853453584863,-0.006098478567326218,0.09706701310317485,62.82657079789745,NaN,NaN,NaN,NaN,62.82657079789745,NaN,62.82657079789745,NaN
1538587800,7.22275,7.22275,7.1915,7.2065,7.22275,7.22275,7.1915,7.2065,6.746608808976661,7.041546970096909,6.451670647856413,7.336485131217157,6.156732486736165,7.631423292337405,5.861794325615917,0,0.08701012088564397,-0.003744829641698047,0.09075495052734202,60.91953210539092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538591400,7.19625,7.199,7.1355,7.1415,7.19625,7.199,7.1355,7.1415,6.747610141171215,7.042887526430905,6.452332755911525,7.338164911690596,6.157055370651834,7.633442296950286,5.861777985392144,0,0.0722572318885426,-0.011154730548135802,0.08341196243667841,53.24887444163313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538595000,7.14175,7.172,7.14175,7.16575,7.14175,7.172,7.14175,7.16575,6.748846669984902,7.044541436030671,6.4531519039391325,7.34023620207644,6.157457137893363,7.635930968122209,5.861762371847594,0,0.061637804504246496,-0.011997247921897866,0.07363505242614436,55.50009573625734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538659800,7.13,7.15025,7.03925,7.042125,7.13,7.15025,7.03925,7.042125,6.751071230316319,7.046991076690973,6.455151383941666,7.342910923065626,6.159231537567012,7.63883076944028,5.863311691192359,0,0.0334618624435965,-0.02232377050186537,0.05578563294546187,43.89559834346687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538663400,7.0435,7.08525,7.03875,7.04975,7.0435,7.08525,7.03875,7.04975,6.752415441352073,7.0483809769293115,6.456449905774835,7.34434651250655,6.160484370197596,7.640312048083788,5.864518834620358,0,0.010277796006913142,-0.02484802497800557,0.03512582098491871,44.664122688676315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538667000,7.04575,7.054,6.921,6.92525,7.04575,7.054,6.921,6.92525,6.754201401655394,7.049574562413262,6.458828240897526,7.34494772317113,6.163455080139658,7.640320883928998,5.86808191938179,0,0,-0.014579886150169882,0.014579886150169882,35.994325776694154,35.994325776694154,NaN,35.994325776694154,NaN,NaN,NaN,NaN,NaN
1538670600,6.9245,6.979,6.911,6.92675,6.9245,6.979,6.911,6.92675,6.755021855882148,7.049994162733692,6.460049549030605,7.344966469585236,6.165077242179061,7.63993877643678,5.870104935327517,0,0,-0.0034259320023043807,0.0034259320023043807,36.15512455749681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538674200,6.92025,6.9535,6.906,6.94075,6.92025,6.9535,6.906,6.94075,6.755413811811348,7.050180265237029,6.460647358385667,7.34494671866271,6.165880904959986,7.639713172088391,5.871114451534305,0,-0.017604633810687886,-0.011736422540458591,-0.0058682112702292955,37.72759105446406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538677800,6.943,7,6.94,6.9705,6.943,7,6.94,6.9705,6.756022030080584,7.0505919344669055,6.4614521256942625,7.345161838853227,6.166882221307941,7.639731743239548,5.87231231692162,0,-0.029676678833078896,-0.013916241285156634,-0.015760437547922262,41.05021507038765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538681400,6.965,6.98575,6.94925,6.984,6.965,6.98575,6.94925,6.984,6.756792399373189,7.051121994732256,6.462462804014121,7.345451590091323,6.168133208655054,7.63978118545039,5.873803613295987,0,-0.03802968674370444,-0.009592686947880697,-0.02843699979582374,42.54824441089926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538746200,6.987,7.01425,6.87075,6.93125,6.987,7.01425,6.87075,6.93125,6.757799662353196,7.051623789929055,6.463975534777337,7.345447917504914,6.170151407201478,7.639272045080773,5.8763272796256185,0,-0.04645304868527056,-0.00839991059791926,-0.0380531380873513,38.43796059808934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538749800,6.93275,6.93275,6.79225,6.80625,6.93275,6.93275,6.79225,6.80625,6.758110190221319,7.051448395189605,6.464771985253033,7.344786600157891,6.1714337802847465,7.638124805126178,5.87809557531646,0,-0.06939007174478729,-0.018099136020199857,-0.05129093572458743,30.836072731429738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538753400,6.80125,6.8135,6.75275,6.78625,6.80125,6.8135,6.75275,6.78625,6.758228022603632,7.050907431695663,6.465548613511601,7.343586840787694,6.17286920441957,7.636266249879725,5.880189795327539,0,-0.09734236084623049,-0.026280533754134375,-0.07106182709209612,29.81988996698125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538757000,6.7835,6.7835,6.690375,6.69525,6.7835,6.7835,6.690375,6.69525,6.758127306822625,7.050393585177845,6.465861028467405,7.342659863533066,6.173594750112184,7.634926141888286,5.881328471756964,0,-0.12776114132156824,-0.029596616684039567,-0.09816452463752867,25.674126501994806,25.674126501994806,NaN,25.674126501994806,NaN,NaN,NaN,NaN,NaN
1538760600,6.71175,6.778,6.70075,6.777,6.71175,6.778,6.70075,6.777,6.758089765723031,7.049471780264307,6.466707751181755,7.340853794805583,6.175325736640478,7.632235809346859,5.883943722099202,0,-0.1424368081541001,-0.019923371380133822,-0.12251343677396627,34.485917700053264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538764200,6.7755,6.81325,6.74625,6.7505,6.7755,6.81325,6.74625,6.7505,6.758137877132438,7.048931758381588,6.467343995883288,7.339725639630738,6.176550114634138,7.630519520879888,5.885756233384988,0,-0.14977256548702034,-0.009782393832790781,-0.13999017165422956,33.115362640903214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538767800,6.74925,6.76625,6.73475,6.745,6.74925,6.76625,6.73475,6.745,6.758088478955316,7.048123836867769,6.468053121042863,7.338159194780222,6.17801776313041,7.628194552692675,5.887982405217957,0,-0.1574450001031522,-0.00756020885506134,-0.14988479124809087,32.8237912287256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539005400,6.655,6.777,6.61675,6.761,6.655,6.777,6.61675,6.761,6.7578524592914535,7.047043557067788,6.468661361515119,7.336234654844122,6.179470263738785,7.6254257526204565,5.8902791659624505,0,-0.1600521787570388,-0.004295597307968357,-0.15575658144907045,34.62703962125566,NaN,NaN,NaN,NaN,34.62703962125566,NaN,34.62703962125566,NaN
1539009000,6.75925,6.75925,6.5995,6.5995,6.75925,6.75925,6.5995,6.5995,6.757532468310261,7.046341054049035,6.468723882571487,7.33514963978781,6.1799152968327125,7.623958225526584,5.891106711093938,0,-0.1735783834346174,-0.009886529336347927,-0.16369185409826947,26.805375164188746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539012600,6.59825,6.603,6.502,6.5735,6.59825,6.603,6.502,6.5735,6.756732194112291,7.045230317298667,6.468234070925915,7.333728440485044,6.179735947739538,7.62222656367142,5.891237824553162,0,-0.1970819552662082,-0.020177782780253395,-0.1769041724859548,25.79517418132768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539016200,6.574,6.574,6.515,6.55625,6.574,6.574,6.515,6.55625,6.756336788362413,7.044703565223932,6.467970011500894,7.333070342085451,6.179603234639375,7.62143711894697,5.891236457777856,0,-0.21532152563488527,-0.019994237522981656,-0.1953272881119036,25.118802732342402,25.118802732342402,NaN,25.118802732342402,NaN,NaN,NaN,NaN,NaN
1539019800,6.56125,6.618125,6.55825,6.606,6.56125,6.618125,6.55825,6.606,6.755855439084325,7.043929197808423,6.467781680360226,7.332002956532522,6.179707921636128,7.62007671525662,5.8916341629120295,0,-0.21758545973381072,-0.007589146188842655,-0.20999631354496806,30.75785336932114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539023400,6.607,6.66225,6.607,6.63525,6.607,6.66225,6.607,6.63525,6.755578979370011,7.043381515176723,6.467776443563299,7.331184050983435,6.179973907756587,7.618986586790147,5.892171371949875,0,-0.20914659395773416,0.004871265817742554,-0.21401785977547672,33.909168947633816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539027000,6.63775,6.66125,6.63775,6.64275,6.63775,6.66125,6.63775,6.64275,6.755249219241153,7.0426753365065755,6.467823101975731,7.330101453771998,6.180396984710309,7.61752757103742,5.892970867444887,0,-0.1984580752089382,0.009938634424556142,-0.20839670963349435,34.72944261661907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539091800,6.625,6.719,6.5725,6.65575,6.625,6.719,6.5725,6.65575,6.754602116053198,7.041270053349235,6.467934178757162,7.327937990645272,6.181266241461125,7.614605927941309,5.894598304165088,0,-0.18220078613516133,0.014401032298783228,-0.19660181843394456,36.20737579255241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539095400,6.6575,6.69225,6.63,6.66075,6.6575,6.69225,6.63,6.66075,6.754356246882895,7.040687519136295,6.468024974629495,7.327018791389695,6.181693702376095,7.613350063643095,5.895362430122695,0,-0.16732364912639142,0.01533718769710557,-0.18266083682349699,36.80011695383909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539099000,6.6645,6.67425,6.62025,6.62375,6.6645,6.67425,6.62025,6.62375,6.754130303958322,7.040225310380098,6.468035297536545,7.3263203168018745,6.181940291114769,7.612415323223651,5.895845284692992,0,-0.15781520427230689,0.011298008905646334,-0.16911321317795322,34.26302218774873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539102600,6.61875,6.65575,6.5985,6.63825,6.61875,6.65575,6.5985,6.63825,6.75392452906554,7.039824998956803,6.468024059174278,7.3257254688480655,6.182123589283015,7.611625938739328,5.8962231193917525,0,-0.1486264423465835,0.009295322901843761,-0.15792176524842727,36.12164879428461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539106200,6.63075,6.638,6.60875,6.629,6.63075,6.638,6.60875,6.629,6.7537224455892195,7.03944376005107,6.468001131127369,7.325165074512921,6.182279816665518,7.610886388974772,5.896558502203667,0,-0.14119256631891108,0.00801883799368941,-0.1492114043126005,35.43338725653082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539109800,6.62225,6.64675,6.61325,6.62575,6.62225,6.64675,6.61325,6.62575,6.753534340174659,7.039081988860806,6.4679866914885125,7.324629637546953,6.182439042802366,7.6101772862331,5.896891394116219,0,-0.13278096203633805,0.008085694864272824,-0.14086665690061087,35.17975466869267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539113400,6.62475,6.64825,6.62275,6.63725,6.62475,6.64825,6.62275,6.63725,6.753263003204963,7.038536356077875,6.467989650332051,7.323809708950788,6.182716297459138,7.6090830618237,5.897442944586226,0,-0.12307356741673736,0.009275464507258135,-0.1323490319239955,36.90088906910446,NaN,NaN,NaN,NaN,36.90088906910446,NaN,36.90088906910446,NaN
1539178200,6.54625,6.5715,6.323,6.37,6.54625,6.5715,6.323,6.37,6.749678227974019,7.0354718456993695,6.463884610248668,7.32126546342472,6.178090992523317,7.607059081150071,5.892297374797966,0,-0.14571855469516848,-0.011860859979087174,-0.1338576947160813,22.169074691852074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539181800,6.37175,6.404,6.281,6.343,6.37175,6.404,6.281,6.343,6.747863279951529,7.034305566997037,6.461420992906022,7.320747854042544,6.174978705860514,7.607190141088052,5.888536418815007,0,-0.17649382774665323,-0.028065177793800217,-0.14842864995285301,21.24622307221118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539185400,6.34825,6.35,6.25875,6.32525,6.34825,6.35,6.25875,6.32525,6.746118161518539,7.03331134789805,6.458924975139028,7.320504534277561,6.171731788759517,7.607697720657073,5.8845386023800055,0,-0.2031267567905788,-0.028013710379778622,-0.17511304641080017,20.637988700048524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539189000,6.32275,6.39575,6.29575,6.3765,6.32275,6.39575,6.29575,6.3765,6.744870130141968,7.0324486167700995,6.4572916435138366,7.320027103398231,6.169713156885705,7.607605590026362,5.882134670257574,0,-0.21162804250693412,-0.014545166825545408,-0.19708287568138871,27.125045689707576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539192600,6.363,6.392,6.30125,6.33675,6.363,6.392,6.30125,6.33675,6.7435827659359235,7.031595794203444,6.455569737668403,7.319608822470964,6.167556709400883,7.607621850738484,5.879543681133363,0,-0.21799249073607196,-0.0070767273915436635,-0.2109157633445283,25.39143999338134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539196200,6.33875,6.34125,6.22925,6.25425,6.33875,6.34125,6.22925,6.25425,6.741733459640506,7.030675450224225,6.452791469056788,7.319617440807943,6.163849478473069,7.608559431391662,5.874907487889351,0,-0.23119001970665654,-0.010919835390102328,-0.2202701843165542,22.217641813214428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539199800,6.2545,6.2545,6.14175,6.142,6.2545,6.2545,6.14175,6.142,6.737465240624346,7.029416679575825,6.445513801672866,7.321368118527305,6.153562362721386,7.613319557478785,5.861610923769907,0,-0.25504861275596546,-0.020304905023067477,-0.234743707732898,18.778366977202438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539264600,6.059,6.18775,5.97175,6.087,6.059,6.18775,5.97175,6.087,6.731041353555379,7.028645748754655,6.433436958356103,7.3262501439539305,6.135832563156828,7.623854539153206,5.838228167957552,0,-0.28141459266684166,-0.025530184290353752,-0.2558844083764879,17.360328898315785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539268200,6.094,6.11775,5.906,5.97625,6.094,6.11775,5.906,5.97625,6.725442042284844,7.028677881990042,6.4222062025796465,7.33191372169524,6.118970362874449,7.635149561400437,5.815734523169251,0,-0.31213225344559703,-0.029267100489462294,-0.28286515295613474,14.91750581221288,14.91750581221288,NaN,14.91750581221288,NaN,NaN,NaN,NaN,NaN
1539271800,5.965,6.12,5.925,6.09775,5.965,6.12,5.925,6.09775,6.721741567543167,7.028245577623393,6.415237557462941,7.334749587703619,6.108733547382715,7.6412535977838445,5.802229537302489,0,-0.31972463057001743,-0.015300805009198726,-0.3044238255608187,27.045844776644884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539275400,6.09125,6.1035,6.023,6.044,6.09125,6.1035,6.023,6.044,6.719304464062546,7.027873550636169,6.410735377488923,7.336442637209792,6.102166290915299,7.645011723783416,5.793597204341676,0,-0.3242560161260908,-0.005551716078855684,-0.3187043000472351,25.32590603654249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539279000,6.057,6.0585,5.9595,5.9965,6.057,6.0585,5.9595,5.9965,6.717212542835356,7.027738451420601,6.406686634250112,7.338264360005845,6.096160725664867,7.64879026859109,5.785634817079623,0,-0.3311762126302442,-0.006123926188126738,-0.3250522864421175,23.880607312818398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539282600,5.97575,6.008,5.85775,5.96925,5.97575,6.008,5.85775,5.96925,6.710220390206604,7.027873921780011,6.392566858633198,7.345527453353418,6.074913327059791,7.663180984926824,5.757259795486385,0,-0.33891859376295574,-0.0074683195898588295,-0.3314502741730969,23.067313937899684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539286200,5.966,5.99125,5.87825,5.88075,5.966,5.99125,5.87825,5.88075,6.7045899012467025,7.028045731197141,6.381134071296264,7.351501561147579,6.057678241345826,7.674957391098017,5.734222411395388,0,-0.34754173831097734,-0.008329556742918243,-0.3392121815680591,20.612119121803033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539351000,6.1495,6.2375,6.10875,6.1685,6.1495,6.2375,6.10875,6.1685,6.6977180840876285,7.024658918392246,6.370777249783011,7.351599752696864,6.043836415478393,7.678540587001482,5.716895581173775,0,-0.3018700375655623,0.027573418980936182,-0.3294434565464985,42.16612399486584,NaN,NaN,NaN,NaN,42.16612399486584,NaN,42.16612399486584,NaN
1539354600,6.17325,6.2245,6.145,6.1475,6.17325,6.2245,6.145,6.1475,6.69562231732488,7.023586665890529,6.367657968759231,7.351551014456178,6.0396936201935825,7.679515363021827,5.7117292716279335,0,-0.26415676171556246,0.04036608414847159,-0.30452284586403405,41.28516352316867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539358200,6.14675,6.16825,6.067,6.074,6.14675,6.16825,6.067,6.074,6.693630795445409,7.0228346702662705,6.364426920624547,7.352038545087132,6.0352230458036855,7.681242419907994,5.706019170982824,0,-0.24279728996297134,0.02681073978506071,-0.26960802974803205,38.27133151685523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539361800,6.07925,6.09475,5.99575,6.05075,6.07925,6.09475,5.99575,6.05075,6.690711330556459,7.022019156818702,6.359403504294216,7.353326983080946,6.028095678031972,7.684634809343189,5.696787851769729,0,-0.23139412235580625,0.014721935655640422,-0.24611605801144668,37.34268408157903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539365400,6.0445,6.0745,6.0145,6.06525,6.0445,6.0745,6.0145,6.06525,6.689328805105749,7.021607950183526,6.357049660027972,7.353887095261303,6.024770514950195,7.68616624033908,5.6924913698724176,0,-0.2190326370194322,0.012042046093304393,-0.2310746831127366,38.34743444837698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539369000,6.05525,6.106,6.032,6.1,6.05525,6.106,6.032,6.1,6.687178035678595,7.0208357553683705,6.353520315988819,7.354493475058146,6.019862596299043,7.688151194747922,5.686204876609267,0,-0.2003274170218443,0.01659064177718328,-0.2169180587990276,40.79760953454953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539372600,6.10025,6.17375,6.097,6.1675,6.10025,6.17375,6.097,6.1675,6.683277354195357,7.01886691208997,6.347687796300744,7.354456469984583,6.012098238406131,7.690046027879196,5.676508680511518,0,-0.17060616603197065,0.02604924065911174,-0.1966554066910824,45.34159146399386,NaN,NaN,NaN,NaN,45.34159146399386,NaN,45.34159146399386,NaN
1539610200,6.1405,6.146,5.94175,5.9805,6.1405,6.146,5.94175,5.9805,6.678677111928787,7.017577437450502,6.3397767864070715,7.356477762972217,6.000876460885356,7.695378088493932,5.661976135363641,0,-0.16438618499534385,0.014053737687709095,-0.17843992268305295,36.893323986551636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
